Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,115,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,156521,26086,57.5,77.0746391493,112,3,115,57.5,77.0746391493,112,3,0,0.0,0.0,0,0,0,0,0,0,60,0,26086.9565217391,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,3,18,0,0,255,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,229,2,2,62,122,31,31,31.0,0.0,61,61,61.0,0.0,803493,17467,76.3333333333,127.0170592217,223,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,8733.6244541485,8733.6244541485,31,61,43.0,16.4316767252,270.0,0,0,0,0,0,0,0,0,1,53.75,31.0,61.0,40,0,0,0,0,0,2,62,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,116448716,18,15,1264,506,587,0,70.2222222222,188.0108118154,250,0,33.7333333333,87.8175598017,15,0,3639022.375,4752479.62043013,9997772,163,116448716,6849924.47058824,4569527.44471388,10034596,37320,111050201,7932157.21428571,4173683.52229183,10040256,19059,0,0,0,0,372,444,0.1545744824,0.1288120687,0,587,52.0588235294,147.9731632459,21896.0570409982,0,0,0,1,0,0,0,0,0,53.6363636364,70.2222222222,33.7333333333,372,0,0,0,0,0,18,1264,15,506,8192,353,17,20,118517.363636364,270483.14209587,934053,36625,9976999.45454545,56034.4313620898,9997772,9808171,BENIGN,
53,224,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1419642,17857,74.6666666667,88.0814017448,173,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,8928.5714285714,8928.5714285714,34,125,70.4,49.842752733,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,40,0,0,0,0,0,2,68,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,8621497,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1,0,8621497.0,0.0,8621497,8621497,8621497,8621497.0,0.0,8621497,8621497,0,0.0,0.0,0,0,0,0,0,0,40,0,0.2319782748,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,68206325,29,34,1144,52707,330,0,39.4482758621,76.5565086376,2920,0,1550.205882353,928.3743621665,789,0,1100102.01612903,7536769.97534654,58803801,3,68206325,2435940.17857143,11178474.4022494,58803850,21,68141100,2064881.81818182,10315547.29859,58846565,48,0,0,0,0,592,692,0.4251805093,0.4984874936,0,2920,841.421875,1016.1125079046,1032484.62872024,0,0,0,1,0,0,0,0,1,854.7777777778,39.4482758621,1550.205882353,592,0,0,0,0,0,29,1144,34,52707,8192,254,28,20,138172.5,70685.9293813132,188155,88190,33932642.0,35173130.3697377,58803801,9061483,BENIGN,
53,189,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1100529,21164,63.0,103.9230484541,183,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10582.0105820106,10582.0105820106,36,68,48.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,4615980,8,11,1297,6891,630,0,162.125,259.1008835515,1460,2,626.4545454545,677.2822696094,1773,4,256443.333333333,1047518.99036494,4453037,4,162939,23277.0,28174.9235550575,55129,190,4563801,456380.1,1404483.22118536,4453112,4,0,0,0,0,172,224,1.7331097622,2.383025923,0,1460,409.4,572.7152686522,328002.778947368,0,0,0,1,0,0,0,0,1,430.9473684211,162.125,626.4545454545,172,0,0,0,0,0,8,1297,11,6891,8192,16380,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,5024887,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2,0,1674962.33333333,2880908.34150903,5001522,130,5024887,2512443.5,3520088.57251128,5001522,23365,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5970283511,0.1990094504,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,117886914,33,44,55651,3046,4326,6,1686.3939393939,1992.4877813207,244,6,69.2272727273,98.8390431368,497,0,1551143.60526316,2998067.01463204,9858452,1,117886914,3683966.0625,3705293.5974399,9858452,48,117628421,2735544.67441861,3734682.68971513,10121282,1,0,0,0,0,660,880,0.2799292888,0.3732390518,6,4326,771.2435897436,1517.2454123154,2302033.64119214,0,0,0,0,1,0,0,0,1,781.2597402597,1686.3939393939,69.2272727273,660,0,0,0,0,0,33,55651,44,3046,62854,65535,32,20,2275606.36363636,3135429.15202073,9485412,59148,8082463.0,1724132.23205571,9858452,5305013,BENIGN,
53,1601104,2,2,88,212,45,43,44.0,1.4142135624,110,102,106.0,5.6568542495,187,2,533701.333333333,820350.209074962,1480334,30562,1510896,1510896.0,0.0,1510896,1510896,1570542,1570542.0,0.0,1570542,1570542,0,0,0,0,72,64,1.2491380947,1.2491380947,43,110,68.6,34.2680609314,1174.3,0,0,0,0,0,0,0,0,1,85.75,44.0,106.0,72,0,0,0,0,0,2,88,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,7446362,6,7,1154,458,574,0,192.3333333333,274.7672954823,251,2,65.4285714286,98.6945745602,216,1,620530.166666667,2088221.00910746,7251139,3,195220,39044.0,29658.9778060539,72199,161,7393617,1232269.5,2958113.59649225,7270175,3,0,0,0,0,132,144,0.8057625992,0.9400563658,0,574,115.1428571429,196.5544970986,38633.6703296703,0,0,0,1,0,0,0,0,1,124.0,192.3333333333,65.4285714286,132,0,0,0,0,0,6,1154,7,458,8192,16646,5,20,195220.0,0.0,195220,195220,7251139.0,0.0,7251139,7251139,BENIGN,
443,10957727,7,5,384,3378,234,0,54.8571428571,91.0227601051,1460,0,675.6,733.019986085,343,1,996157.0,3219176.27492037,10701939,6,10957727,1826287.83333333,4348292.88223502,10701939,504,170222,42555.5,59985.0719234933,127395,83,0,0,0,0,152,112,0.6388186163,0.4562990116,0,1460,289.3846153846,533.3511255045,284463.423076923,0,0,0,1,0,0,0,0,0,313.5,54.8571428571,675.6,152,0,0,0,0,0,7,384,5,3378,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,10661473,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1,0,10661473.0,0.0,10661473,10661473,10661473,10661473.0,0.0,10661473,10661473,0,0.0,0.0,0,0,0,0,0,0,40,0,0.1875913394,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30831,1,1,55,110,55,55,55.0,0.0,110,110,110.0,0.0,5351,64,30831.0,0.0,30831,30831,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.4348869644,32.4348869644,55,110,73.3333333333,31.7542648054,1008.3333333333,0,0,0,0,0,0,0,0,1,110.0,55.0,110.0,32,0,0,0,0,0,1,55,1,110,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,67063722,39,53,15623,2418,5520,0,400.5897435897,1030.3732772245,404,0,45.6226415094,60.5818665479,269,1,736963.978021978,6074357.90957853,57954831,1,67063722,1764834.78947368,9389325.36946742,58031204,47,66826956,1285133.76923077,8030693.51778564,57991205,1,0,0,0,0,792,1072,0.5815364677,0.7902931484,0,5520,193.9892473118,686.8583407937,471774.380317906,0,0,0,1,0,0,0,0,1,196.097826087,400.5897435897,45.6226415094,792,0,0,0,0,0,39,15623,53,2418,8192,696,38,20,8872225.0,0.0,8872225,8872225,57954831.0,0.0,57954831,57954831,BENIGN,
53,47638,1,1,73,155,73,73,73.0,0.0,155,155,155.0,0.0,4786,41,47638.0,0.0,47638,47638,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.9916453252,20.9916453252,73,155,100.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,150.5,73.0,155.0,32,0,0,0,0,0,1,73,1,155,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,65232951,10,10,416,271,368,0,41.6,114.7007701224,259,0,27.1,81.519527313,10,0,3433313.21052631,4659961.08167282,10006392,160,60826512,6758501.33333333,4962161.94810017,10122521,689,65116950,7235216.66666667,4493669.13603169,10122323,259,0,0,0,0,212,284,0.1532967595,0.1532967595,0,368,32.7142857143,94.9711234308,9019.5142857143,0,0,0,1,0,0,0,0,1,34.35,41.6,27.1,212,0,0,0,0,0,10,416,10,271,8192,1892,9,20,169044.166666667,129568.823942207,433525,115898,9968707.83333333,80052.1982444372,10006392,9805432,BENIGN,
80,93,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,129032,21505,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.376344086,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,41693493,9,7,2018,1004,2018,0,224.2222222222,672.6666666667,1004,0,143.4285714286,379.4763309013,72,0,2779566.2,4517433.27549274,10021732,46,41693493,5211686.625,5290620.92519518,10212100,1843,41013144,6835524.0,5219770.70370709,10212206,1667,0,0,0,0,296,232,0.2158610218,0.1678919058,0,2018,177.7647058824,532.8657815778,283945.941176471,0,0,0,1,0,0,0,0,0,188.875,224.2222222222,143.4285714286,296,0,0,0,0,0,9,2018,7,1004,29200,129,1,32,239113.0,97278.7048056596,385031,190368,10014145.75,9803.6508973273,10021732,9999740,BENIGN,
443,170,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,70588,11764,170.0,0.0,170,170,170,170.0,0.0,170,170,0,0.0,0.0,0,0,0,0,0,0,40,0,11764.7058823529,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,646,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
139,40681,49,26,2488,3164,194,0,50.7755102041,65.9985054459,440,0,121.6923076923,132.0917163885,138934,1843,549.7432432432,2948.0964327865,23515,2,40681,847.5208333333,3667.0665996632,23697,2,40314,1612.56,5020.2433380598,23649,3,0,0,0,0,1592,848,1204.4934981933,639.1189990413,0,440,74.3684210526,99.0836471009,9817.569122807,0,0,0,1,0,0,0,0,0,75.36,50.7755102041,121.6923076923,1592,0,0,0,0,0,49,2488,26,3164,65535,269,22,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,102030589,22,21,9844,9919,1024,0,447.4545454545,502.5028526119,1076,0,472.3333333333,533.8263138263,193,0,2429299.73809524,5989110.2705767,25773902,3,102030589,4858599.47619048,7819714.72036475,25773902,120,101956938,5097846.9,7994021.96542624,25847242,3,0,0,0,0,452,432,0.2156216113,0.2058206289,0,1076,449.1590909091,510.7037526186,260818.322938689,0,0,0,1,0,0,0,0,0,459.6046511628,447.4545454545,472.3333333333,452,0,0,0,0,0,22,9844,21,9919,8192,96,21,20,925136.0,1817661.4446507,5032337,108670,13629541.1428571,8116597.38016581,25773902,6765156,BENIGN,
443,90047611,3,3,18,0,6,6,6.0,0.0,0,0,0.0,0.0,0,0,18009522.2,24639926.6657379,45001310,14995,90032450,45016225.0,171.1198410471,45016346,45016104,90032575,45016287.5,24.7487373415,45016305,45016270,0,0,0,0,60,96,0.033315709,0.033315709,0,6,3.4285714286,3.2071349029,10.2857142857,0,0,0,0,1,0,0,0,1,4.0,6.0,0.0,60,0,0,0,0,0,3,18,3,0,256,31,2,20,15015.5,28.9913780286,15036,14995,45001209.5,142.1284630185,45001310,45001109,BENIGN,
50586,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,5860041,9,5,355,3854,198,0,39.4444444444,72.4898460322,1448,0,770.8,666.9536715545,718,2,450772.384615385,1596656.11183292,5764598,4,5860041,732505.125,2033369.5215816,5764598,4,36625,9156.25,10456.4511626396,19225,48,0,0,0,0,296,168,1.5358254319,0.8532363511,0,1448,280.6,508.8479705598,258926.257142857,0,0,0,1,0,0,0,0,0,300.6428571429,39.4444444444,770.8,296,0,0,0,0,0,9,355,5,3854,29200,59,3,32,95439.0,0.0,95439,95439,5764598.0,0.0,5764598,5764598,BENIGN,
443,6232,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,320,6232.0,0.0,6232,6232,6232,6232.0,0.0,6232,6232,0,0.0,0.0,0,0,0,0,0,0,64,0,320.9242618742,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,249,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,5310891,9,5,380,5157,193,0,42.2222222222,69.1208683716,4096,0,1031.4,1744.8391902981,1042,2,408530.076923077,1398878.3046896,5063030,3,5310891,663861.375,1777985.80312032,5063030,3,175257,43814.25,65724.1666683572,139512,516,0,0,0,0,192,112,1.6946309009,0.9414616116,0,4096,369.1333333333,1052.4515507455,1107654.26666667,0,0,0,1,0,0,0,0,0,395.5,42.2222222222,1031.4,192,0,0,0,0,0,9,380,5,5157,8192,946,8,20,247858.0,0.0,247858,247858,5063030.0,0.0,5063030,5063030,BENIGN,
80,11052634,5,5,905,149,887,0,181.0,394.6745494708,131,0,29.8,56.6321463482,95,0,1228070.44444444,3303247.30945751,9997505,55,10070030,2517507.5,4986698.89168473,9997505,122,11025044,2756261.0,4865754.86620956,10025032,16999,0,0,0,0,120,108,0.4523808533,0.4523808533,0,887,95.8181818182,265.1704426145,70315.3636363636,0,0,0,1,0,0,0,0,1,105.4,181.0,29.8,120,0,0,0,0,0,5,905,5,149,29200,7983,4,20,72525.0,0.0,72525,72525,9997505.0,0.0,9997505,9997505,BENIGN,
443,1984013,2,0,62,0,31,31,31.0,0.0,0,0,0.0,0.0,31,1,1984013.0,0.0,1984013,1984013,1984013,1984013.0,0.0,1984013,1984013,0,0.0,0.0,0,0,1,0,0,0,40,0,1.0080579109,0.0,31,31,31.0,0.0,0.0,0,1,0,0,1,1,0,0,0,46.5,31.0,0.0,40,0,0,0,0,0,2,62,0,0,37960,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,5685140,7,4,617,164,517,0,88.1428571429,189.988972111,152,0,41.0,74.0540343263,137,1,568514.0,1758778.67389889,5573813,3,5685140,947523.333333333,2295339.85878803,5632830,3,91084,30361.3333333333,36287.0507252013,70761,536,0,0,0,0,160,92,1.2312801444,0.7035886539,0,517,65.0833333333,148.7233296692,22118.6287878788,0,0,0,1,0,0,0,0,0,71.0,88.1428571429,41.0,160,0,0,0,0,0,7,617,4,164,29200,30,6,20,111324.0,0.0,111324,111324,5573813.0,0.0,5573813,5573813,BENIGN,
443,4,2,0,53,0,53,0,26.5,37.4766594029,0,0,0.0,0.0,13250000,500000,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,53,35.3333333333,30.5995642671,936.3333333333,0,1,0,0,1,0,0,0,0,53.0,26.5,0.0,64,0,0,0,0,0,2,53,0,0,317,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,188,2,2,90,210,45,45,45.0,0.0,105,105,105.0,0.0,1595744,21276,62.6666666667,94.8173683105,172,3,3,3.0,0.0,3,3,13,13.0,0.0,13,13,0,0,0,0,40,40,10638.2978723404,10638.2978723404,45,105,69.0,32.8633534503,1080.0,0,0,0,0,0,0,0,0,1,86.25,45.0,105.0,40,0,0,0,0,0,2,90,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,157,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1222929,25477,52.3333333333,84.5832922824,150,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12738.8535031847,12738.8535031847,40,56,46.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,80311,4,4,176,460,44,44,44.0,0.0,115,115,115.0,0.0,7919,99,11473.0,20041.5568257558,47794,3,80163,26721.0,46276.0674539227,80156,3,32514,10838.0,18765.904481266,32507,3,0,0,0,0,80,80,49.8063777067,49.8063777067,44,115,75.5555555556,37.4202856453,1400.2777777778,0,0,0,0,0,0,0,0,1,85.0,44.0,115.0,80,0,0,0,0,0,4,176,4,460,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
50770,90,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,33333,45.0,62.2253967444,89,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,32,22222.2222222222,11111.1111111111,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,1,0,351,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,197620,13,8,970,3524,485,0,74.6153846154,145.2684517606,1418,0,440.5,620.0267275345,22740,106,9881.0,17438.2908445452,51579,1,197620,16468.3333333333,20403.6635005193,51903,1,158043,22577.5714285714,31325.2822326054,81084,49,0,0,0,0,428,264,65.7828155045,40.4817326182,0,1418,204.2727272727,416.9597653101,173855.445887446,0,0,0,1,0,0,0,0,0,214.0,74.6153846154,440.5,428,0,0,0,0,0,13,970,8,3524,65535,349,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,69842,6,4,1255,542,767,0,209.1666666667,335.8359222398,542,0,135.5,271.0,25729,143,7760.2222222222,10887.7566763978,23454,2,69842,13968.4,12606.3982286774,25918,4,45541,15180.3333333333,24282.088549656,43186,2,0,0,0,0,204,136,85.908192778,57.2721285187,0,767,163.3636363636,287.5121815601,82663.2545454545,0,0,0,1,0,0,0,0,0,179.7,209.1666666667,135.5,204,0,0,0,0,0,6,1255,4,542,65535,62,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,100308846,194,246,5771,451108,117,6,29.7474226804,43.3498016628,4380,6,1833.7723577236,869.8940616993,4554,4,228493.954441914,2093740.00027751,22591678,2,100308838,519734.911917099,3138204.84927231,22591678,39,100252586,409194.228571429,2799542.75476961,22635962,41,1,0,0,0,3880,4920,1.9340268355,2.4524257811,6,4380,1036.2471655329,1107.4344902223,1226411.15013399,0,1,0,0,1,0,0,0,1,1038.6022727273,29.7474226804,1833.7723577236,3880,0,0,0,0,0,194,5771,246,451108,256,262,193,20,392774.4,209262.438625043,703443,230228,19615348.4,2171101.68230125,22591678,16469027,BENIGN,
80,115430400,16,14,514,1776,430,0,32.125,106.1105555541,1770,0,126.8571428571,472.9317493682,19,0,3980358.62068966,4878577.80234935,10006485,101,115430400,7695360.0,4161286.64792937,10029500,723,110293057,8484081.30769231,3753230.39559465,10029430,24368,0,0,0,0,332,424,0.1386116656,0.1212852074,0,1770,73.8709677419,323.9946236113,104972.516129032,0,0,0,1,0,0,0,0,0,76.3333333333,32.125,126.8571428571,332,0,0,0,0,0,16,514,14,1776,8192,946,15,20,27995.5454545455,16531.7315328046,77840,22920,9998662.63636364,4548.7143078616,10006485,9992575,BENIGN,
443,5546495,7,4,617,164,517,0,88.1428571429,189.988972111,152,0,41.0,74.0540343263,140,1,554649.5,1719094.78721172,5446987,4,5546495,924415.833333333,2244620.83300057,5506186,4,79869,26623.0,30025.4280902038,59441,531,0,0,0,0,160,92,1.2620582909,0.7211761662,0,517,65.0833333333,148.7233296692,22118.6287878788,0,0,0,1,0,0,0,0,0,71.0,88.1428571429,41.0,160,0,0,0,0,0,7,617,4,164,29200,30,6,20,99504.0,0.0,99504,99504,5446987.0,0.0,5446987,5446987,BENIGN,
123,16365,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5866,122,16365.0,0.0,16365,16365,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,61.1060189429,61.1060189429,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,61138,2,2,74,212,37,37,37.0,0.0,106,106,106.0,0.0,4677,65,20379.3333333333,35252.1485917289,61085,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,32.7128790605,32.7128790605,37,106,64.6,37.7928564679,1428.3,0,0,0,0,0,0,0,0,1,80.75,37.0,106.0,64,0,0,0,0,0,2,74,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
123,16453,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5834,121,16453.0,0.0,16453,16453,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,60.7791892056,60.7791892056,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,115831826,16,14,1099,512,1099,0,68.6875,274.75,512,0,36.5714285714,136.8377558592,13,0,3994200.89655172,4879448.55919722,10014626,20,115831826,7722121.73333333,4163553.07079955,10051914,123,110587139,8506703.0,3760173.34557165,10051913,29405,0,0,0,0,520,456,0.1381312939,0.1208648822,0,1099,51.9677419355,214.9592959719,46207.4989247312,0,0,0,1,0,0,0,0,0,53.7,68.6875,36.5714285714,520,0,0,0,0,0,16,1099,14,512,29200,353,1,32,43518.6363636364,20739.4795415542,106050,37118,10009876.0,4067.4607803887,10014626,9998154,BENIGN,
53,264,2,2,64,152,32,32,32.0,0.0,76,76,76.0,0.0,818181,15151,88.0,111.7273466972,214,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,40,40,7575.7575757576,7575.7575757576,32,76,49.6,24.0997925302,580.8,0,0,0,0,0,0,0,0,1,62.0,32.0,76.0,40,0,0,0,0,0,2,64,2,152,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,83882763,4,4,146,636,40,33,36.5,4.0414518843,226,92,159.0,77.3649360714,9,0,11983251.8571429,31671019.7688773,83806345,3,83882519,27960839.6666667,48429588.8627761,83882512,3,83806784,27935594.6666667,48385700.4274534,83806589,4,0,0,0,0,80,80,0.0476856014,0.0476856014,33,226,90.5555555556,80.4240497474,6468.0277777778,0,0,0,0,0,0,0,0,1,101.875,36.5,159.0,80,0,0,0,0,0,4,146,4,636,-1,-1,3,20,76170.0,0.0,76170,76170,83806345.0,0.0,83806345,83806345,BENIGN,
51787,93,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,21505,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10752.688172043,10752.688172043,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,152,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,24051,1,1,49,65,49,49,49.0,0.0,65,65,65.0,0.0,4739,83,24051.0,0.0,24051,24051,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.5783127521,41.5783127521,49,65,54.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,81.5,49.0,65.0,20,0,0,0,0,0,1,49,1,65,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,170,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,70588,11764,170.0,0.0,170,170,170,170.0,0.0,170,170,0,0.0,0.0,0,0,0,0,0,0,40,0,11764.7058823529,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,84841434,2,2,102,178,56,46,51.0,7.0710678119,94,84,89.0,7.0710678119,3,0,28280478.0,48930394.6106269,84780431,30499,84810935,84810935.0,0.0,84810935,84810935,84810930,84810930.0,0.0,84810930,84810930,0,0,0,0,72,52,0.0235733875,0.0235733875,46,94,67.2,20.6203782701,425.2,0,0,0,0,0,0,0,0,1,84.0,51.0,89.0,72,0,0,0,0,0,2,102,2,178,-1,-1,1,32,30504.0,0.0,30504,30504,84780431.0,0.0,84780431,84780431,BENIGN,
53,30333,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3890,65,30333.0,0.0,30333,30333,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.9673952461,32.9673952461,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
